collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.enterer,collection.reference_no,pubyr,state,county,latdec,lngdec,geogscale,spatial_resolution,geogcomments,10_my_bin,ma_max,ma_min,ma_mid,zone,geological_group,formation,member,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratscale,stratcomments,lithdescript,lithadj,lithification,minor_lithology,lithology1,fossilsfrom1,lithification2,minor_lithology2,lithadj2,lithology2,fossilsfrom2,environment,tectonic_setting,pres_mode,geology_comments,spatial_resolution2,temporal_resolution,feed_pred_traces,encrustation,bioerosion,fragmentation,sorting,art_whole_bodies,disart_assoc_maj_elems,lagerstatten,concentration,orientation,preservation_quality,abund_in_sediment,assembl_comps,taphonomy_comments,collection_type,collection_coverage,coll_meth,collection_size,collection_size_unit,museum,collectors,collection_dates,rock_censused_unit,rock_censused,collection_comments,taxonomy_comments,collection.created
171307,,M. Clapham,,Pseudoxybeloceras,,sp.,,Pseudoxybeloceras,,sp.,M. Clapham,55715,2013,Coahuila,,26.751667,-103.168333,local area,,"The locality is reached by traveling north from Ejido Gavilan in Torreon to Laguna del Rey and then crossing Los Charcos de Risa. After 116 km on an unnumbered road, there is a dirt road that branches off to the right eastwards to Rancho El Porvenir. The fossil locality is situated 4.5 km down this road on its north side at N 26 45' 6.45"", W 103 10' 5.62"" and covers a circular area of about 10 hectares. The village of Union y Progreso is located approximately 1 km to the east of the fossil site.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Collected directly from surface exposures where they form part of the desert pavement after they weather out of the Parras Shale. Menabites (Delawarella) vanuxemi (Morton, 1830) represents the upper lower Campanian along the Gulf/Atlantic Coastal plain(s) where it co-occurs with Menabites (Delawarella) delawarensis (Young, 1963; Cobban and Kennedy, 1992b). This latter species is an index fossil for the upper lower Campanian in North America (Kennedy et al., 1992). The subgenus Menabites (Delawarella) is a zonal index for the upper lower Campanian in the Gulf/Atlantic Coastal plains.","Fine-grained siliciclastics, predominantly shale",,lithified,,"""shale""",,,,,,,prodelta,,"mold/impression,replaced with pyrite,replaced with limonite",,,,,,,,,,,,,,,,macrofossils,,taxonomic,,,,,,,,,,"Repository: Coleccion de Paleontologia de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,05/07/2015 20:30
171307,,M. Clapham,,Scaphites,ex gr.,hippocrepis,,,,,M. Clapham,55715,2013,Coahuila,,26.751667,-103.168333,local area,,"The locality is reached by traveling north from Ejido Gavilan in Torreon to Laguna del Rey and then crossing Los Charcos de Risa. After 116 km on an unnumbered road, there is a dirt road that branches off to the right eastwards to Rancho El Porvenir. The fossil locality is situated 4.5 km down this road on its north side at N 26 45' 6.45"", W 103 10' 5.62"" and covers a circular area of about 10 hectares. The village of Union y Progreso is located approximately 1 km to the east of the fossil site.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Collected directly from surface exposures where they form part of the desert pavement after they weather out of the Parras Shale. Menabites (Delawarella) vanuxemi (Morton, 1830) represents the upper lower Campanian along the Gulf/Atlantic Coastal plain(s) where it co-occurs with Menabites (Delawarella) delawarensis (Young, 1963; Cobban and Kennedy, 1992b). This latter species is an index fossil for the upper lower Campanian in North America (Kennedy et al., 1992). The subgenus Menabites (Delawarella) is a zonal index for the upper lower Campanian in the Gulf/Atlantic Coastal plains.","Fine-grained siliciclastics, predominantly shale",,lithified,,"""shale""",,,,,,,prodelta,,"mold/impression,replaced with pyrite,replaced with limonite",,,,,,,,,,,,,,,,macrofossils,,taxonomic,,,,,,,,,,"Repository: Coleccion de Paleontologia de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,05/07/2015 20:30
174742,,M. Clapham,,Phyllopachyceras,,forbesianum,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Menuites,,sp.,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Baculites,,taylorensis,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Baculites,informal,sp. 2,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Diplomoceras,,cylindraceum,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Oxybeloceras,,crassum,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Solenoceras,,texanum,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Solenoceras,,elegans,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Nostoceras,,hyatti,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Bostrychoceras,,polyplocum,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Didymoceras,,donezianum,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Exiteloceras,,jenneyi,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
174742,,M. Clapham,,Trachyscaphites,,sp.,,,,,M. Clapham,57099,2015,Coahuila,,25.7307,-101.3142,outcrop,,"The Saucedas site is located approximately 80 km west of Saltillo, Coahuila. It is reached from Saltillo via highway 40, direction to Torreon, using the carretera libre (freeway). After about 30 km on this road, a turn to the north is taken at Hipolito and highway 57 directs to Monclova. At km 20 on this road, an unpaved road branches off to the right and directs to San Juan de la Sauceda. After 4 km, this road passes through the outcrop area at 25 43' 50.54""N, 101 18' 50.86""W on both sides of the road. In this area the road cuts through a low-lying hill chain that is elevated above the flat valley ground for ca. 15 m. The Parras Shale crops out on both sides of the road.",Cretaceous 7,84.9,70.6,77.75,,,Parras,,,,,,,,,,group of beds,"Apparently the Saucedas assemblage, even though collected in a condensed sediment unit of <20 m thickness, covers three to four upper Campanian biozones and thus a long interval of time.",Dark grey silty shale alternating with occasional thin silty-sand layers. The fossils are concentrated in siliceous (carneol?) concretions and silicified lenses.,"concretionary,gray",lithified,silty,"""shale""",,,,,,,prodelta,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,surface (float),,,,"C. Ifrim, W. Stinnesbeck","2008, 2012",,,"Repository: Coleccion de Paleontología de Coahuila (CPC) at the Museo del Desierto, Saltillo, Coahuila, Mexico",,26/11/2015 10:16
88236,PaleoDB,A. Hendy,,Placenticeras,,whitfieldi,,,,,A. Hendy,29627,1928,Coahuila de Zaragoza,,26.883333,-100.883333,outcrop,,"SPECIFIC LOCATION: 20 km from Piedras Negras, near Arroyo Navajas, on road to Jimenez, Coahuila de Zaragoza, Mexico. LAT/LONG: estimated based on Navajas, Mexico.",Cretaceous 7,84.9,70.6,77.75,,,,,,,,,,,,,bed,STRATIGRAPHIC RELATIONS: From an unnamed lithsotratigraphic unit. AGE: Campanian; on the basis of ammonite biostratigraphy; Exogyra costata bed. STRATIGRAPHIC POSITION: From unknown position within unit.,"SPECIFIC LITHOLOGY: Not stated in text. LITHIFICATION: Lithified, on the basis of figured specimens.",,lithified,,not reported,,,,,,,marine indet.,,mold/impression,,,,,,,,,,,,,,,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,UCMP,Bose,,,,"COLLECTOR: Not stated, but presumably E. Böse. REPOSITORY: University of California, Berkeley.","COVERAGE: Probably not exhaustive, but comprehensive for ammonoids. NOMENCLATURE: Authoritative publication with somewhat antiquated nomenclature, but with species-resolution identifications.",04/04/2009 20:15
5607,Fossilworks,J. Alroy,,Baculites,,aquilaensis,,,,,J. Alroy,33033,1987,Colorado,Delta,38.901667,-107.925833,small collection,,just east of Cedaredge,Cretaceous 7,84.9,70.6,77.75,Scaphites hippocrepis,,Mancos Shale,Prairie Canyon,,,,,,,,,bed,,"thinly laminated, dark gray siltstone",gray,,"argillaceous,calcareous",siltstone,Y,,,,,,offshore,,"body,cast,concretion","""off-shore deposit in relatively deep, quiet water... open marine shelf""<P>""Numerous casts and internal molds of bivalves... calcareous concretions containing [ammonites]"" plus shark teeth and mosasaur skeleton",,,,,,,,,,,,,,,macrofossils,,taxonomic,,field collection,,,,J. A. Jensen,1979,,,all material was found in association with a mosasaur skeleton,,31/10/1999 14:07
5607,Fossilworks,J. Alroy,,Baculites,,haresi,,,,,J. Alroy,33033,1987,Colorado,Delta,38.901667,-107.925833,small collection,,just east of Cedaredge,Cretaceous 7,84.9,70.6,77.75,Scaphites hippocrepis,,Mancos Shale,Prairie Canyon,,,,,,,,,bed,,"thinly laminated, dark gray siltstone",gray,,"argillaceous,calcareous",siltstone,Y,,,,,,offshore,,"body,cast,concretion","""off-shore deposit in relatively deep, quiet water... open marine shelf""<P>""Numerous casts and internal molds of bivalves... calcareous concretions containing [ammonites]"" plus shark teeth and mosasaur skeleton",,,,,,,,,,,,,,,macrofossils,,taxonomic,,field collection,,,,J. A. Jensen,1979,,,all material was found in association with a mosasaur skeleton,,31/10/1999 14:07
52906,ETE,M. Carrano,,Baculites,,mclearni,,,,,M. Carrano,14269,1990,Colorado,Mesa,39.3675,-108.9384,outcrop,allochthonous,"near westernmost border of Garfield and Mesa counties, NW Colorado, within 1.5 mi of Utah border; sec 13, T8S, R105W, Mesa Co.  Across Prairie Canyon from a plesiosaur site.",Cretaceous 7,84.9,70.6,77.75,,,Mancos Shale,,,,,,,,,,bed,"upper part of formation, 30 m below Castegate Sandstone, Baculites mclearni Zone","""The specimen was found in and between sideritic conccretions""""in a silty shale bed""","concretionary,sideritic",,silty,"""shale""",Y,,,,,,marine indet.,,"body,concretion",,allochthonous,,,,,occasional,,,many,,,,,,"macrofossils,mesofossils",,general faunal/floral,,"selective quarrying,mechanical,field collection",,,,"A. Knight, J. Owen, D. G. Wolny, H. Armstrong",1987-1988,,,,,26/08/2005 07:38
87853,PaleoDB,A. Hendy,,Haresiceras,,placentiforme,,,,,A. Hendy,27708,1986,Colorado,Pueblo,38.269167,-104.612778,basin,,"SPECIFIC LOCATION: Pueblo, Colorado. LAT/LONG: estimated based on Pueblo, Colorado.",Cretaceous 7,84.9,70.6,77.75,,,Niobrara,Smoky Hill Shale,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Smoky Hill Shale Mbr of the Niobrara Fm, which regionally overlies the First Hays Limestone and the Carlisle Shale . AGE: Early Campanian, on the basis of inoceramid and ammonite biostratigraphy. STRATIGRAPHIC POSITION: List representative of the the uppermost chalky shale unit of the Smoky Hill Shale.","SPECIFIC LITHOLOGY: Shale. LITHIFICATION: Lithified, on the basis of facies description and figured specimens.",,lithified,,"""shale""",Y,,,,,,deep subtidal shelf,,"body,cast,mold/impression",ENVIRONMENT: Offshore marine carbonate environment.,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"surface (in situ),field collection,survey of museum collection,observed (not collected)",,,UNSM,,,,,"COLLECTORS: Scott, Cobban, Merewether, and Buckhorn (1984). REPOSITORY: USNM.","COVERAGE: Exhaustive for ammonoids, nautiloids, and bivalves. NOMENCLATURE: Not an authoritative publication, but with modern nomenclature, and identifications to species-level.",26/03/2009 12:45
87853,PaleoDB,A. Hendy,,Scaphites,cf.,hippocrepis,,,,,A. Hendy,27708,1986,Colorado,Pueblo,38.269167,-104.612778,basin,,"SPECIFIC LOCATION: Pueblo, Colorado. LAT/LONG: estimated based on Pueblo, Colorado.",Cretaceous 7,84.9,70.6,77.75,,,Niobrara,Smoky Hill Shale,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Smoky Hill Shale Mbr of the Niobrara Fm, which regionally overlies the First Hays Limestone and the Carlisle Shale . AGE: Early Campanian, on the basis of inoceramid and ammonite biostratigraphy. STRATIGRAPHIC POSITION: List representative of the the uppermost chalky shale unit of the Smoky Hill Shale.","SPECIFIC LITHOLOGY: Shale. LITHIFICATION: Lithified, on the basis of facies description and figured specimens.",,lithified,,"""shale""",Y,,,,,,deep subtidal shelf,,"body,cast,mold/impression",ENVIRONMENT: Offshore marine carbonate environment.,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"surface (in situ),field collection,survey of museum collection,observed (not collected)",,,UNSM,,,,,"COLLECTORS: Scott, Cobban, Merewether, and Buckhorn (1984). REPOSITORY: USNM.","COVERAGE: Exhaustive for ammonoids, nautiloids, and bivalves. NOMENCLATURE: Not an authoritative publication, but with modern nomenclature, and identifications to species-level.",26/03/2009 12:45
